左云	101100208	大同	02	山西	10110
阳泉	101100301	阳泉	03	山西	10110
盂县	101100302	阳泉	03	山西	10110
平定	101100303	阳泉	03	山西	10110
平遥	101100410	晋中	04	山西	10110
灵石	101100411	晋中	04	山西	10110
介休	101100412	晋中	04	山西	10110
晋中	101100401	晋中	04	山西	10110
榆次	101100402	晋中	04	山西	10110
榆社	101100403	晋中	04	山西	10110
左权	101100404	晋中	04	山西	10110
和顺	101100405	晋中	04	山西	10110
昔阳	101100406	晋中	04	山西	10110
寿阳	101100407	晋中	04	山西	10110
太谷	101100408	晋中	04	山西	10110
祁县	101100409	晋中	04	山西	10110
沁源	101100510	长治	05	山西	10110
壶关	101100511	长治	05	山西	10110
长治	101100501	长治	05	山西	10110
黎城	101100502	长治	05	山西	10110
屯留	101100503	长治	05	山西	10110
潞城	101100504	长治	05	山西	10110
襄垣	101100505	长治	05	山西	10110
平顺	101100506	长治	05	山西	10110
武乡	101100507	长治	05	山西	10110
沁县	101100508	长治	05	山西	10110
长子	101100509	长治	05	山西	10110
晋城	101100601	晋城	06	山西	10110
沁水	101100602	晋城	06	山西	10110
阳城	101100603	晋城	06	山西	10110
陵川	101100604	晋城	06	山西	10110
高平	101100605	晋城	06	山西	10110
泽州	101100606	晋城	06	山西	10110
洪洞	101100710	临汾	07	山西	10110
霍州	101100711	临汾	07	山西	10110
乡宁	101100712	临汾	07	山西	10110
翼城	101100713	临汾	07	山西	10110
侯马	101100714	临汾	07	山西	10110
浮山	101100715	临汾	07	山西	10110
安泽	101100716	临汾	07	山西	10110
古县	101100717	临汾	07	山西	10110
临汾	101100701	临汾	07	山西	10110
曲沃	101100702	临汾	07	山西	10110
永和	101100703	临汾	07	山西	10110
隰县	101100704	临汾	07	山西	10110
大宁	101100705	临汾	07	山西	10110
吉县	101100706	临汾	07	山西	10110
襄汾	101100707	临汾	07	山西	10110
蒲县	101100708	临汾	07	山西	10110
汾西	101100709	临汾	07	山西	10110
永济	101100810	运城	08	山西	10110
芮城	101100811	运城	08	山西	10110
夏县	101100812	运城	08	山西	10110
平陆	101100813	运城	08	山西	10110
运城	101100801	运城	08	山西	10110
临猗	101100802	运城	08	山西	10110
稷山	101100803	运城	08	山西	10110
万荣	101100804	运城	08	山西	10110
河津	101100805	运城	08	山西	10110
新绛	101100806	运城	08	山西	10110
绛县	101100807	运城	08	山西	10110
